Eil. Nr.,Adresas,Plotas,Patalpų charakteristika,Nuomininkas,Galioja_nuo,Galioja_iki,"Nuomos Mokestis, Eur/ mėn.","Parama, Eur/ metus",Seniūnija,Paskirtis,Tipas
471,Laisvės pr. 57,2462.65,"patalpos 2 aukštų pastate, kiemo aikštelė, baseinas, tvora, 3 stoginės","lopšelis-darželis ""Aušrinė""",2014-06-01,2024-06-01,,,Šeškinės,Ugdymo veiklai,Panauda
472,Laisvės pr. 59,2466.24,2 aukštų pastatas,"lopšelis-darželis ""Kodėlčiukas""",2014-06-01,2024-06-01,,,Šeškinės,Ugdymo veiklai,Panauda
473,Lakštingalų g. 10,4816.24,"trys 2 aukštų pastata, kiemo statiniai","lopšelis-darželis ""Lakštingala""",,,,,Antakalnio,Ugdymo veiklai,Panauda
474,Latvių g. 40,1883.8,"2 aukštų pastatas, kiemo statiniai (11 stoginių, tvora, kiemo aikštelė, baseinas)","Vilniaus lopšelis-darželis ""Boružėlė""",2013-09-01-,2023-09-01,,,Žvėryno,Ugdymo veiklai,Panauda
475,Medeinos g. 5,2212,2 aukštų pastatas,"""Aušros"" mokykla-darželis",2014-04-07,2024-04-07,,,Pašilaičių,Ugdymo veiklai,Panauda
476,Mickevičiaus g. 21,632.05,2 aukštų pastatas,"lopšelis-darželis ""Linelis""",,,,,Žvėryno,Ugdymo veiklai,Panauda
477,Miglos g. 1,2234.25,2 aukštų pastatas,"Vilniaus darželis-mokykla ""Saulutė""",2014-04-07,2024-04-07,,,Žvėryno,Ugdymo veiklai,Panauda
478,Miglos g. 3,3311.56,"2 aukštų pastatas, kiemo statiniai (7 stoginės, tvora, baseinas, kiemo aikštelė)","lopšelis-darželis ""Eglutė""",2014-06-01,2024-06-01,,,Žvėryno,Ugdymo veiklai,Panauda
479,Miglos g. 53,1024.18,2 aukštų pastatas,"lopšelis-darželis ""Pušynėlis""",,,,,Žvėryno,Ugdymo veiklai,Panauda
480,Minties g. 56,222.53,1 aukštas,Vilniaus Žirmūnų vaikų ir jaunimo klubas,2013-08-17,2018-08-17,,,Žirmūnų,Ugdymo veiklai,Panauda
481,Moksleivių g. 1,124.61,"1 aukšto pastatas, kiemo statiniai",Panerių pagrindinė mokykla,,,,,Panerių,Ugdymo veiklai,Panauda
482,Paberžės g. 20,2503.75,2 aukštų pastatas,"Biudžetinė įstaiga Vilniaus lopšelis-darželis ""Bitutė""",2012-06-25,2022-06-25,,,Šeškinės,Ugdymo veiklai,Panauda
483,Pajautos g. 5,180.84,patalpos pastate,"lopšelis-darželis ""Gilužis""",,,,,Pilaitės,Ugdymo veiklai,Panauda
484,Pakraščio g. 15,2214.5,"2 aukštų pastatas, 5 stoginės, kiemo statiniai (tvora, kiemo aikštelė)",Biudžetinė įstaiga Vilniaus Markučių lopšelis-darželis,2012-07-01,2022-07-01,,,Rasų,Ugdymo veiklai,Panauda
485,Parko g. 8A,885.5,2 aukštų pastatas,"lopšelis-darželis ""Žuvėdra""",,,,,Naujosios Vilnios,Ugdymo veiklai,Panauda
486,Pašilaičių g. 10,2242.4,2 aukštų pastatas,"Vilniaus lopšelis-darželis ""Aitvaras""",2013-09-01,2023-09-01,,,Pašilaičių,Ugdymo veiklai,Panauda
487,Pergalės g. 13,346.84,1 aukšto pastatas,"biudžetinė įstaiga Vilniaus atviras jaunimo centras ""Mes""",2013-11-25,2019-03-05,,,Naujosios Vilnios,Ugdymo veiklai,Panauda
488,Pergalės g. 20,2833.01,"2 aukštų pastatas, kiemo statiniai (kiemo aikštelė, tvora)","lopšelis-darželis ""Vilnelė""",,,,,Naujosios Vilnios,Ugdymo veiklai,Panauda
489,Pylimo g. 10,48.38,rūsys,"Savivaldybės biudžetinė įstaiga Vilniaus vaikų ir jaunimo klubas ""Ąžuoliukas""",2014-03-07,2019-03-06,,,Senamiesčio,Ugdymo veiklai,Panauda
490,Povilaičio g. 20,286.51,1 aukštas,"Vilniaus vaikų ir jaunimo klubas ""Meteoras""",2014-03-10,2019-03-10,,,Karoliniškių,Ugdymo veiklai,Panauda
491,Pupinės g. 11,1847.67,2 aukštų pastatas,Salininkų gimnazija,,,,,Naujininkų,Ugdymo veiklai,Panauda
492,Rinktinės g. 28A,920.97,"2 aukštų pastatas, kiemo statiniai (kiemo aikštelė, 2 stoginės)","lopšelis-darželis ""Drugelis""",2014-06-01,2024-06-01,,,Šnipiškių,Ugdymo veiklai,Panauda
493,Rinktinės g. 29,1859.9,"2 aukštų pastatas, kiemo rūsys, sandėlis, kiemo statiniai (baseinas, tvora, kiemo aikštelė)","lopšelis-darželis ""Vaidilutė""",,,,,Žirmūnų,Ugdymo veiklai,Panauda
494,Rinktinės g. 38A,825.93,"2 aukštų pastatas, kiemo statiniai (4 stoginės, kiemo tvora, aikštelė)","lopšelis-darželis ""Žvangutis""",,,,,Šnipiškių,Ugdymo veiklai,Panauda
495,Saltoniškių g. 21,15.35,rūsys," Vilniaus vaikų ir jaunimo klubas ""Jaunystė""",2014-07-02,2019-07-01,,,Žvėryno,Ugdymo veiklai,Panauda
496,Saltoniškių g. 21,84.29,rūsys,"Vilniaus vaikų ir jaunimo klubas ""Jaunystė""",2012-05-27,2017-05-27,,,Žvėryno,Ugdymo veiklai,Panauda
497,Santariškių g. 27A,3581.13,2 aukštų pastatas,Vilniaus Santariškių lopšelis-darželis,2015-04-27,2025-04-27,,,Verkių,Ugdymo veiklai,Panauda
498,Savanorių pr. 49,235,rūsys-slėptuvė ir 1 aukštas,"Vilniaus vaikų ir jaunimo klubas ""Olimpija""",2014-03-07,2019-03-07,,,Vilkpėdės,Ugdymo veiklai,Panauda
499,Savanorių pr. 55,215.14,"1 aukšto pastatas, kiemo statiniai (smėlio dėžė, tvora, kiemo aikštelė)","Vilniaus specialusis darželis ""Dobilėlis""",2013-09-01,2023-09-01,,,Vilkpėdės,Ugdymo veiklai,Panauda
500,Sierakausko g. 28,894.51,"2 aukštų pastatas, 3 stoginės, namukas, kiemo statiniai","lopšelis-darželis ""Sadutė""",,,,,Naujamiesčio,Ugdymo veiklai,Panauda
501,Sietyno g. 5,2648.39,"2 aukštų pastatas, 6 pavėsinės, kiemo statiniai (tvora, kiemo aikštelė, baseinas)","lopšelis-darželis ""Šilelis""",,,,,Karoliniškių,Ugdymo veiklai,Panauda
502,Sietyno g. 9,2668.17,"du 2 aukštų pastatai, 7 stoginės, kiemo statiniai (tvora, kiemo aikštelė, smėlio dėžė, baseinas)","lopšelis-darželis ""Delfinukas""",2013-09-01,2023-09-01,,,Karoliniškių,Ugdymo veiklai,Panauda
503,Skydo g. 30,149.85,1 aukštas,Vilniaus miesto sporto centras,2015-01-01,2025-01-01,,,Naujosios Vilnios,Ugdymo veiklai,Panauda
504,Skorinos g. 14,562.66,"2 aukštų pastatas, kiemo r8sys, kiemo statiniai (tvora, kiemo aikštelė)","Vilniaus chorinio dainavimo mokykla ""Liepaitės"" (543,36 kv. m)",2011-06-15,2016-06-15,,,Naujamiesčio,Ugdymo veiklai,Panauda
505,Skroblų g. 13,2663.77,"du 2 aukštų pastatai, 11 stoginių, kiemo statiniai (kiemo aikštelė, tvora)","lopšelis-darželis ""Skroblinukas""",,,,,Vilkpėdės,Ugdymo veiklai,Panauda
506,Smėlio g. 13,579.28,"2 aukštų pastatas, sandėlis, kiemo statiniai (2 stoginės, tvora, kiemo aikštelė)","Vilniaus vaikų darželis ""Naminukas""",2013-09-01,2023-09-01,,,Antakalnio,Ugdymo veiklai,Panauda
507,Stadiono g. 5,579.74,"2 aukštų pastatas, 2 pavėsinės, kiemo tvora","lopšelis-darželis ""Klevelis""",2014-06-01,2024-06-01,,,Rasų,Ugdymo veiklai,Panauda
508,Stanevičiaus g. 21,2299.68,2 aukštų pastatas,"lopšelis-darželis ""Jovarėlis""",2014-06-01,2024-06-01,,,Fabijoniškių,Ugdymo veiklai,Panauda
509,Stanevičiaus g. 68,3406.34,"patalpos 2 aukštų pastate, kiemo statiniai (tvora, baseinas)","lopšelis-darželis ""Vėrinėlis""",2013-03-01,2023-03-01,,,Fabijoniškių,Ugdymo veiklai,Panauda
510,Stanevičiaus g. 86,2263.14,2 aukštų pastatas,"lopšelis-darželis ""Sakalėlis""",,,,,Fabijoniškių,Ugdymo veiklai,Panauda
511,Suvalkų g. 6,795.74,"du 2 aukštų pastatai, 2 pavėsinės, kiemo statiniai (3 tvoros, 3 varteliai)","darželis ""Kulverstukas""",,,,,Naujamiesčio,Ugdymo veiklai,Panauda
512,Šaltkalvių g. 13,1787.4,"2 aukštų pastatas, kiemo statiniai (10 pavėsinių, kiemo aikštelė, tvora)","darželis-mokykla ""Šaltinėlis""",2014-04-07,2024-04-07,,,Naujininkų,Ugdymo veiklai,Panauda
513,Šiaulių g. 8,81.41,1 aukštas,"Vilniaus vaikų ir jaunimo klubas ""Kregždutė""",2014-06-03,2019-06-02,,,Senamiesčio,Ugdymo veiklai,Panauda
514,"Šiaulių g. 8, 6-19",140.69,1 aukštas,"Viešoji įstaiga ""Mažoji guboja""",2014-06-03,2019-06-02,,13790.55,Senamiesčio,Ugdymo veiklai,Panauda
515,Šimulionio g. 8,2471.03,"2 aukštų pastatas, 12 stoginės, kiemo statiniai (tvora, kiemo aikštelė)","Darželis-mokykla ""Lokiukas""",2014-04-07,2024-04-07,,,Karoliniškių,Ugdymo veiklai,Panauda
516,Šopeno g. 3,140.44,1 aukštas," biudžetinė įstaiga Vilniaus atviras jaunimo centras ""Mes""",2014-08-18,2019-08-17,,,Senamiesčio,Ugdymo veiklai,Panauda
517,Švitrigailos g. 6,450.07,"1 aukštas, namukas, kiemo statiniai",Naujamiesčio moksleivių namai,,,,,Naujamiesčio,Ugdymo veiklai,Panauda
518,Taikos g. 15,2152.02,"2 aukštų pastatas, kiemo statinai (tvora, kiemo aikštelė)","darželis-mokykla ""Vilija""",2014-04-07,2024-04-07,,,Justiniškių,Ugdymo veiklai,Panauda
519,Taikos g. 190,2164.26,2 aukštų pastatas,"lopšelis-darželis ""Nykštukas""",,,,,Justiniškių,Ugdymo veiklai,Panauda
520,Taikos g. 31,2143.6,2 aukštų pastatas,"lopšelis-darželis ""Saulėgrąža""",,,,,Justiniškių,Ugdymo veiklai,Panauda
521,Taikos g. 99,2125.05,2 aukštų pastatas,"lopšelis-darželis ""Justinukas""",2014-06-01,2024-06-01,,,Justiniškių,Ugdymo veiklai,Panauda
522,Trakų g. 12,1229.52,1 aukštas,"lopšelis-darželis ""Gudrutis""",,,,,Senamiesčio,Ugdymo veiklai,Panauda
523,Trakų g. 8-3,166.88,3 aukštas,"Vaikų ir jaunimo klubas ""Ąžuoliukas""",2014-03-07,2019-03-06,,,Senamiesčio,Ugdymo veiklai,Panauda
524,Tremtinių g. 1,519.55,"2-jų aukštų pastatas, kiemo statiniai",Vilniaus J. Vienožinskio dailės mokykla,,,,,Naujosios Vilnios,Ugdymo veiklai,Panauda
525,Tremtinių g. 4,204.38,du 1 aukšto pastatai,Vilniaus J. Vienožinskio dailės mokykla,,,,,Naujosios Vilnios,Ugdymo veiklai,Panauda
526,"Trinapolio g. 9A-3, 11",1407.02,"2, 3 aukštai","VšĮ ""Mažasis Trinapolis""",2013-02-01,2018-02-01,,25326.36,Verkių,Ugdymo veiklai,Panauda
527,Tujų g. 1,2489.55,2 aukštų pastatas,"lopšelis-darželis ""Puriena""",,,,,Viršuliškių,Ugdymo veiklai,Panauda
528,Tuskulėnų g. 42,3516.76,"2 aukštų pastatas, tvora, automobilių stovėjimo aikštelė, pėsčiųjų takai, kiemo statiniai (14 stoginių), baseinas","darželis-mokykla ""Vaivorykštė""",2014-04-07,2024-04-07,,,Žirmūnų,Ugdymo veiklai,Panauda
529,Ukmergės g. 186,248.46,rūsys,Vilniaus miesto sporto centras,2015-01-01,2025-01-01,,,Šeškinės,Ugdymo veiklai,Panauda
530,Ukmergės g. 204,2476.98,2 aukštų pastatas,"lopšelis-darželis ""Varpelis""",,,,,Šeškinės,Ugdymo veiklai,Panauda
531,Ukmergės g. 221,929.87,"rūsys, 1 aukštas","Vilniaus vaikų ir jaunimo klubas ""Verdenė""",2008-08-13,2018-08-14,,,Šeškinės,Ugdymo veiklai,Panauda
532,Vaduvos g. 14A,3386.59,2 aukštų pastatas,Vaduvos darželis-mokykla,2014-04-07,2024-04-07,,,Vilkpėdės,Ugdymo veiklai,Panauda
533,Verkių g. 17,1312.16,visas pastatas,"lopšelis-darželis ""Žirniukas""",,,,,Žirmūnų,Ugdymo veiklai,Panauda
534,Viršuliškių g. 34,93.22,1 aukštas,"Vilniaus vaikų ir jaunimo klubas ""Liepsnelė""",2008-08-13,2018-08-13,,,Viršuliškių,Ugdymo veiklai,Panauda
535,Viršuliškių g. 9,2418.6,2 aukštų pastatas,"lopšelis-darželis ""Žilvitis""",,,,,Viršuliškių,Ugdymo veiklai,Panauda
536,Vivulskio g. 8A,1005.6,"2 aukštų pastatas, ūkio pastatas, 4 stoginės, kiemo statiniai","lopšelis-darželis ""Mažylis""",,,,,Naujamiesčio,Ugdymo veiklai,Panauda
537,Vytenio g. 41,838.43,"2 aukštų pastatas, kiemo statiniai","lopšelis-darželis ""Šnekutis""",,,,,Naujamiesčio,Ugdymo veiklai,Panauda
538,Vytenio g. 6,328.64,"1, 2 aukštai ir tarp 1 ir 2 aukštų",BĮ Vilniaus miesto sporto centras,2014-10-01,2019-09-30,,,Naujamiesčio,Ugdymo veiklai,Panauda
539,Vokiečių g. 1,384.13,1 aukštas,"Vilniaus darželis ""Pasagėlė""", ,,,,Senamiesčio,Ugdymo veiklai,Panauda
540,Žemaitės g. 3,1673.16,"2 aukštų pastatas, kiemo statiniai (baseinas, tvora, kiemo aikštelė, smėlio dėžė)","lopšelis-darželis ""Bangelė""",2014-06-01,2024-06-01,,,Vilkpėdės,Ugdymo veiklai,Panauda
541,Žemynos g. 13,2222.36,2 aukštų pastatas,"lopšelis-darželis ""Žemyna""",,,,,Vilkpėdės,Ugdymo veiklai,Panauda
542,Žemynos g. 41,2228.44,2 aukštų pastatas,"lopšelis-darželis ""Žiedas""",,,,,Vilkpėdės,Ugdymo veiklai,Panauda
543,Žirmūnų g. 10,1857.19,"2 aukštų pastatas, stoginė, kiemo statiniai (kiemo aikštelė, tvora, baseinas)","Vilniaus lopšelis-darželis ""Ramunėlė""",2012-07-01,2022-07-01,,,Žirmūnų,Ugdymo veiklai,Panauda
544,Žirmūnų g. 13,1786.3,visas pastatas,"Vilniaus lopšelis-darželis ""Žirmūnėliai""",,,,,Žirmūnų,Ugdymo veiklai,Panauda
545,Žirmūnų g. 32,1775.23,2 aukštų pastatas,"Vilniaus lopšelis-darželis ""Ąžuolas""",2014-07-29,2024-07-28,,,Žirmūnų,Ugdymo veiklai,Panauda
546,Žirmūnų g. 37,1381.31,patalpos,Vilniaus moksleivių sveikatos centras,,,,,Žirmūnų,Ugdymo veiklai,Panauda
547,Žirmūnų g. 50,1727.82,"visas pastatas, kiemo statiniai (5 pavėsinės, tvora, kiemo aikštelė)","Vilniaus lopšelis-darželis ""Rūta""",,,,,Žirmūnų,Ugdymo veiklai,Panauda
548,Žolyno g. 44,2351.05,"du 2 aukštų pastatai, 2 ūkiniai pastatai, kiemo statiniai (9 stoginės, tvora, kiemo aikštelė, baseinas)","lopšelis-darželis ""Žolynėlis""",,,,,Antakalnio,Ugdymo veiklai,Panauda
549,Darbininkų g. 16,290.69,1 aukštas,"UAB ""Vaga""",2001-04-02,2018-04-02,,12123.2,Naujininkų,Komercinei (prekybos ir paslaugų),Panauda
550,"Grigiškių m., Vilniaus g. 6",112.84,2 aukštas,AB Lietuvos paštas,1997-07-24,2017-07-24,,6378,Grigiškių,Komercinei (prekybos ir paslaugų),Panauda
551,Sėlių g. 39-42,269.8,"rūsys, 1 aukštas","Lietuvos vaikų fondo viešoji įstaiga ""Šilelio knygynas""",1994-01-17,2019-01-17,,20422.56,Panerių,Komercinei (prekybos ir paslaugų),Panauda
552,Vilniaus g. 20,264.35,1 aukštas,"VšĮ ""Socialiniai paramos projektai""",2013-03-11,2018-03-11,,20790.95,Grigiškių,Komercinei (prekybos ir paslaugų),Panauda
553,Žirmūnų g. 143,115.8,1 aukštas,"Neįgaliųjų socialinė įmonė UAB ""Metras""",2015-02-10,2020-02-10,,5295,Žirmūnų,Komercinei (prekybos ir paslaugų),Panauda
554,Antakalnio g. 49,314.68,"rūsys, 1 aukštas",Savivaldybės BĮ VMS centrinės bibliotekos Antakalnio biblioteka,2014-10-01,2024-10-01,,,Antakalnio,Kultūros veiklai,Panauda
555,Architektų g. 220,72.81,pusrūsis,"Savivaldybės BĮ VMS centrinės bibliotekos biblioteka ""Papartis""",2014-10-01,2024-10-01,,,Lazdynų,Kultūros veiklai,Panauda
556,Ašmenos g. 8,304.12,3 aukštas,Viešoji įstaiga Oskaro Koršunovo teatras,2014-02-03,2016-06-20,,25694.51,Senamiesčio,Kultūros veiklai,Panauda
557,Basanavičiaus g. 23,102.56,1 aukštas,"Vilniaus miesto savivaldybės choras ""Jauna muzika""",1997-12-22,laikinai,,,Naujamiesčio,Kultūros veiklai,Panauda
558,Bernardinų g. 8,280.44,"2-jų aukštų pastatas, 2-jų aukštų pastatas - sandėlis","VšĮ ""Menų spaustuvė""",2002-12-01,2031-01-01,,3362.78,Senamiesčio,Kultūros veiklai,Panauda
559,Dariaus ir Girėno g. 69,380.95,1 ir 2 aukštai,Savivaldybės BĮ Kirtimų kultūros centras,2014-10-01,2019-09-30,,,Naujininkų,Kultūros veiklai,Panauda
560,Didžioji g. 31,33.38,1 aukštas,Viešoji įstaiga Vilniaus turizmo informacijos centras ir konferencijų biuras,2012-10-03,2017-10-03,,,Senamiesčio,Kultūros veiklai,Panauda
561,Dzūkų g. 37,282.35,2 aukštų pastatas,VMSA centrinės bibliotekos Dzūkų filialas,2014-10-01,2024-10-01,,,Naujininkų,Kultūros veiklai,Panauda
562,"Erfurto g. 4-46, 48",139.01,1 aukštas,VMSA centrinės bibliotekos Lazdynų biblioteka,2014-10-01,2024-10-01,,,Lazdynų,Kultūros veiklai,Panauda
563,Garsioji g. 3,210.49,"1 aukšto pastatas, ūkio pastatas, kiemo statiniai",Savivaldybės BĮ VMS centrinės bibliotekos Pavilnio biblioteka,2014-10-01,2024-10-01,,,Naujosios Vilnios,Kultūros veiklai,Panauda
564,Gerovės g. 1,2015.19,"rūsys, 1, 2 aukštai",Savivaldybės biudžetinė įstaiga Naujosios Vilnios kultūros centras,2014-07-02,2019-07-01,,,Naujosios Vilnios,Kultūros veiklai,Panauda
565,Goštauto g. 2,486.65,"rūsys, 1, 2 aukštai","Viešoji įstaiga ""Skalvijos kino centras""",2013-10-20,2023-10-20,,,Naujamiesčio,Kultūros veiklai,Panauda
566,Goštauto g. 2,56.33,1 aukštas,Tėviškės pažinimo paramos fondas,2012-04-11,2017-04-11,,8688.6,Grigiškių,Kultūros veiklai,Panauda
567,Grigiškių m. Kovo 11-osios g. 28,129.95,1 aukštas,Savivaldybės BĮ VMS centrinės bibliotekos Grigiškių biblioteka,2014-10-01,2024-10-01,,,Grigiškių,Kultūros veiklai,Panauda
568,"Grigiškių m., Vilniaus g. 12",1289.75,"rūsys, 1, 2 aukštai",Grigiškių kultūros centras,2014-04-21,2024-04-20,,,Grigiškių,Kultūros veiklai,Panauda
569,Jeruzalės g. 27,83.76,1 aukštas,Savivaldybės BĮ VMS centrinės bibliotekos Jeruzalės biblioteka,2014-10-01,2024-10-01,,,Verkių,Kultūros veiklai,Panauda
570,Justiniškių g. 62A,68.99,2 aukštas,Savivaldybės BĮ VMS centrinės bibliotekos Justiniškių biblioteka,2014-10-14,2024-10-14,,,Justiniškių,Kultūros veiklai,Panauda
571,Kalvarijų g. 29,358.37,2 aukštas,Savivaldybės BĮ VMS centrinės bibliotekos Kalvarijų biblioteka,2014-10-01,2024-10-01,,,Šnipiškių,Kultūros veiklai,Panauda
572,Krivių g. 10,254.18,stogas ir apsauginė siena,"VšĮ ""Užupio meno inkubatorius""",2010-07-05,2028-12-31,,16470.86,Senamiesčio,Kultūros veiklai,Panauda
573,Musninkų g. 12-37,67.05,1 aukštas,Savivaldybės BĮ VMS centrinės bibliotekos Šeškinės bibliotekos filialas,2014-10-01,2024-10-01,,,Šeškinės,Kultūros veiklai,Panauda
574,Naugarduko g. 20,210.29,"1,2,3 aukštai",Viešoji įstaiga Vilniaus miesto senamiesčio teatras,2007-05-10,2017-05-10,,11497.91,Naujamiesčio,Kultūros veiklai,Panauda
575,"Nidos g. 2-48, 49",190.6,1 aukštas,Vilniaus miesto savivaldybės centrinė biblioteka,2013-01-02,2018-01-02,,,Pilaitės,Kultūros veiklai,Panauda
576,Pamėnkalnio g. 34,229.26,"rūsys, 1 ir 2 aukštas",Savivaldybės BĮ Vilniaus etninės kultūros centras,2009-10-01,2019-10-01,,,Naujamiesčio,Kultūros veiklai,Panauda
577,Pamėnkalnio g. 34,41.99,1 aukštas,Savivaldybės BĮ Vilniaus memorialinių muziejų direkcija,2009-10-01,2019-10-01,,,Naujamiesčio,Kultūros veiklai,Panauda
578,Pamėnkalnio g. 34,79.99,1 aukštas,Savivaldybės BĮ Vilniaus memorialinių muziejų direkcija,2009-10-01,2019-10-01,,,Naujamiesčio,Kultūros veiklai,Panauda
579,Pilies g. 40,378.18,2 aukštų pastatas,Savivaldybės BĮ Marijos ir Jurgio Šlapelių namas-muziejus,2009-10-01,2019-10-01,,,Senamiesčio,Kultūros veiklai,Panauda
580,Povilaičio g. 20,349.15,2 aukštas,Savivaldybės BĮ VMS centrinės bibliotekos Karoliniškių biblioteka,2014-10-01,2024-10-01,,,Karoliniškių,Kultūros veiklai,Panauda
581,Rinktinės g. 50,156.92,5 aukštas,BĮ Vilniaus kultūros centras,2012-02-01,2017-02-01,,,Šnipiškių,Kultūros veiklai,Panauda
582,Savanorių pr. 59,314.63,"rūsys, 1 aukštas",Savivaldybės BĮ VMS centrinės bibliotekos Gerosios Vilties biblioteka,2010-01-18,2015-01-18,,,Vilkpėdės,Kultūros veiklai,Panauda
583,Savičiaus g. 11,273.27,"rūsys, 1 aukštas, 236/1000 dalis pastogės",Savivaldybės BĮ Kultūros informacijos centras M. K. Čiurlionio namai,2009-10-01,2019-10-01,,,Senamiesčio,Kultūros veiklai,Panauda
584,Stiklių g. 8,184.11,3 aukštas,Vilniaus miesto savivaldybės Šv. Kristoforo kamerinis orkestras,2012-10-11,2017-10-10,,,Senamiesčio,Kultūros veiklai,Panauda
585,Subačiaus g. 124,580.98,1 aukšto pastatas,Savivaldybės BĮ Literatūrinis A. Puškino muziejus,2009-10-01,2019-10-01,,,Rasų,Kultūros veiklai,Panauda
586,Subačiaus g. 124,29.32,1 aukšto pastatas,Savivaldybės BĮ Literatūrinis A. Puškino muziejus,2009-10-01,2019-10-01,,,Rasų,Kultūros veiklai,Panauda
587,Šiltadaržio g. 6,645.57,"2 a. pastatas, transformatorinė, sandėlis, stoginė, kiemo statiniai","VšĮ ""Menų spaustuvė""",2002-12-01,2031-01-01,,18407.38,Senamiesčio,Kultūros veiklai,Panauda
588,Šv. Stepono g. 23-58,65.67,1 aukštas,Savivaldybės BĮ VMS centrinės bibliotekos Tomo Zano filialas,2014-10-01,2024-10-01,,,Senamiesčio,Kultūros veiklai,Panauda
589,Šv. Stepono g. 25,47.18,1 aukštas,Savivaldybės BĮ VMS centrinės bibliotekos Tomo Zano filialas,2014-10-01,2024-10-01,,,Senamiesčio,Kultūros veiklai,Panauda
590,Šventaragio g. 2,12,vieta lieto metalo paviljone,Viešoji įstaiga VILNIAUS TURIZMO INFORMACIJOS CENTRAS ir konferencijų biuras,2013-12-02,2018-12-02,,,Senamiesčio,Kultūros veiklai,Panauda
591,Tauro g. 10-1,105.95,1 aukštas,Savivaldybės BĮ Vinco Krėvės - Mickevičiaus memorialinis butas-muziejus,2009-10-01,2019-10-01,,,Naujamiesčio,Kultūros veiklai,Panauda
592,Tauro g. 10-3,120.4,2 aukštas,Savivaldybės BĮ Vinco Mykolaičio - Putino memorialinis butas-muziejus,2009-10-01,2019-10-01,,,Naujamiesčio,Kultūros veiklai,Panauda
593,Trakų g. 2,693.06,"1, 2 aukštai",Viešoji įstaiga Vilniaus klubas,2015-03-18,2034-04-12,,71690,Senamiesčio,Kultūros veiklai,Panauda
594,Vasario 16-osios g. 8,164.55,"rūsys, 1 aukštas",Lietuvos kinematografininkų sąjunga,2007-12-27,2017-12-28,,29205.28,Naujamiesčio,Kultūros veiklai,Panauda
595,Vienuolio g. 12,72.03,1 aukštas,Vilniaus memorialinių muziejų direkcijos Beatričės Grincevičiūtės memorialinis butas-muziejus,2009-10-01,2019-10-01,,,Naujamiesčio,Kultūros veiklai,Panauda
596,Vilniaus g. 22,329.58,1 aukštas,Viešoji įstaiga Vilniaus turizmo informacijos centras ir konferencijų biuras,2013-07-12,2018-07-11,,,Senamiesčio,Kultūros veiklai,Panauda
597,Vilniaus g. 39,50.39,4 aukštas,BĮ Vilniaus kultūros centras,2010-10-19,2015-10-19,,,Senamiesčio,Kultūros veiklai,Panauda
598,Vilniaus g. 39,39.38,4 aukštas,"Viešoji įstaiga ""Skalvijos"" kino centras",2012-05-14,2017-05-14,,,Senamiesčio,Kultūros veiklai,Panauda
599,Vilniaus g. 39,4274.41,patalpos pastate,VšĮ Vilniaus mokytojų namai,2010-11-02,2020-11-02,,,Senamiesčio,Kultūros veiklai,Panauda
600,Vilniaus g. 39,257.5,1 aukštas,VšĮ Vilniaus vaikų ir jaunimo galerija,2014-10-05,2019-10-05,,34964.67,Senamiesčio,Kultūros veiklai,Panauda
601,Vivulskio g. 27,218.6,1 aukštas,VMSA centrinės bibliotekos Naujamiesčio biblioteka ir Dokumentų komplektavimo ir katalogavimo skyrius,2014-10-01,2024-10-01,,,Naujamiesčio,Kultūros veiklai,Panauda
602,Žirmūnų g. 2-102,145.42,2 aukštas,"Savivaldybės BĮ VMS centrinės bibliotekos biblioteka ""Saulutė""",2014-10-01,2024-10-01,,,Žirmūnų,Kultūros veiklai,Panauda
603,Žirmūnų g. 6,1176.55,1 aukšto pastatas,Savivaldybės biudžetinė įstaiga Vilniaus miesto savivaldybės centrinė biblioteka,2014-02-10,2024-02-10,,,Žirmūnų,Kultūros veiklai,Panauda
