PASKIRTIS,TEISĖ,GYVENVIETĖ,ADRESAS,OBJEKTAS,ĮMKODAS,PAVADINIMAS
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Žirmūnų g. 59  101,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Daugėliškio g. 12B  4,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Stumbrų g. 23  3,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Nuosavybės teisė,Vilniaus m.,Kalvarijų g. 187  2,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Ramunių g. 10  3,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Ramunių g. 10  4,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Šaltkalvių g. 56  73,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Nuosavybės teisė,Vilniaus m.,Šaltkalvių g. 56  78,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Šaltkalvių g. 56  80,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Naugarduko g. 68A  1,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Garažų,Savivaldybės nuosavybė,Vilniaus m.,Vasario 16-osios g. 16  ,Garažas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Kalvarijų g. 176B  2,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Kalvarijų g. 176B  3A,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Trimitų g. 1  2,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (įvairioms socialinėms grupėms),Savivaldybės nuosavybė,Vilniaus m.,Popieriaus g. 82  17,Kambarys,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Nuosavybės teisė,Vilniaus m.,Šaltkalvių g. 54  56,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Lokių g. 15  1,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Šaltkalvių g. 48  24,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Šaltkalvių g. 48  72,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Popieriaus g. 1  2,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Polocko g. 39  ,Ūkinis pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Nuosavybės teisė,Vilniaus m.,Šaltkalvių g. 58  27,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Šaltkalvių g. 58  37,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Viršuliškių g. 53A  43,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Viršuliškių g. 53A  60,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Laisvės pr. 61  20,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (įvairioms socialinėms grupėms),Savivaldybės nuosavybė,Vilniaus m.,Brolių g. 9  60,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Nuosavybės teisė,Vilniaus m.,Pylimo g. 45  6,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Pylimo g. 37  15,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Nuosavybės teisė,Vilniaus m.,Prūsų g. 6  15,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Parko g. 12A  ,Pavėsinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Parko g. 12A  ,Pavėsinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Liepkalnio g. 43  5,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,M. K. Paco g. 13  3,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Tako g. 7  1,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Draugystės g. 18  ,Ūkinis pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Žirmūnų g. 86  29,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,S. Stanevičiaus g. 8  15,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Širšių g. 3  2,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Darželio g. 9  101,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Darželio g. 9  19,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Nuosavybės teisė,Vilniaus m.,Darželio g. 9  40,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Darželio g. 9  43,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Šešuolių g. 3  3,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Antakalnio g. 34A  2,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (gyvenamųjų patalpų),Savivaldybės nuosavybė,Vilniaus m.,Žemoji g. 89  2,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Pergalės g. 14  40,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Kalvarijų g. 53A  2,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,P. Vileišio g. 28  16,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,P. Vileišio g. 28  21,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Kuprioniškių g. 6  ,Ūkinis pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Kuprioniškių g. 6  ,Kiemo rūsys,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,P. Vileišio g. 26  9,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Pramonės g. 100  ,Ūkinis pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Pramonės g. 100  ,Ūkinis pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Pramonės g. 100  ,Ūkinis pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Mindaugo g. 19  17,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Šaltinių g. 3C  43,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Šaltinių g. 3C  44,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Šaltinių g. 3C  45,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Žirnių g. 66  ,Ūkinis pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,S. Konarskio g. 34B  1,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,S. Konarskio g. 34B  4,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,S. Konarskio g. 34B  6,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Dariaus ir Girėno g. 193  2,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,M. K. Oginskio g. 7  11,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Gardino g. 9  7,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Nuosavybės teisė,Vilniaus m.,Vaivorykštės g. 3  4,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Žolyno g. 4  18,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Žolyno g. 4  36,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (vieno buto pastatai),Savivaldybės nuosavybė,Vilniaus m.,Justiniškių g. 184  ,Gyvenamasis namas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Justiniškių g. 184  ,Ūkinis pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Justiniškių g. 184  ,Ūkinis pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Justiniškių g. 184  ,Ūkinis pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Justiniškių g. 184  ,Ūkinis pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Justiniškių g. 184  ,Ūkinis pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Justiniškių g. 184  ,Ūkinis pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Justiniškių g. 184  ,Ūkinis pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (gyvenamųjų patalpų),Savivaldybės nuosavybė,Vilniaus m.,Sėlių g. 37  2,Gyvenamos patalpos,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Bernardinų g. 3  32,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Mindaugo g. 19  37,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Titnago g. 13  5,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Kauno g. 19  3,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Lenkų g. 12  3,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Gelvonų g. 68  31,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Viršuliškių g. 87  71,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Antakalnio g. 75  86,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Subačiaus g. 86  1,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Subačiaus g. 86  1A,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Skudučių g. 5  ,Ūkinis pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Skudučių g. 5  ,Ūkinis pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Volungės g. 7  42,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Linksmoji g. 91  10,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Kita,Savivaldybės nuosavybė,Vilniaus m.,Bernardinų g. 7  ,Katilinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Papilėnų g. 14  15,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Panevėžio g. 40  102,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Liepkalnio g. 54  2,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Liepkalnio g. 54  3A,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Šaltkalvių g. 18  7A,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Filaretų g. 29  5,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Nuosavybės teisė,Vilniaus m.,Ūmėdžių g. 91  2,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,P. Vileišio g. 11  27,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Pilies g. 38  19,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Filaretų g. 41  6,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Olandų g. 48A  4,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Debesijos g. 2A  12,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Debesijos g. 2A  19,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Debesijos g. 2A  27,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Debesijos g. 2A  30,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Debesijos g. 2A  85,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Debesijos g. 2A  62,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Panevėžio g. 40  42,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Geležinkelio g. 1  9,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Panerių g. 15  9,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Panerių g. 15  10,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Panerių g. 15  17,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Panerių g. 15  18,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Kita,Savivaldybės nuosavybė,Vilniaus m.,Panerių g. 15  20,Negyvenamos patalpos,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Fabijoniškių g. 80  ,Ūkinis pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Fabijoniškių g. 80  ,Ūkinis pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Fabijoniškių g. 80  ,Ūkinis pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Fabijoniškių g. 80  ,Ūkinis pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Fabijoniškių g. 80  ,Kiemo rūsys,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Fabijoniškių g. 80  ,Viralinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Fabijoniškių g. 80  ,Ūkinis pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Fabijoniškių g. 80  ,Ūkinis pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Fabijoniškių g. 80  ,Ūkinis pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Fabijoniškių g. 80  ,Ūkinis pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Fabijoniškių g. 80  ,Garažas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Fabijoniškių g. 80  ,Ūkinis pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Fabijoniškių g. 80  ,Lauko virtuvė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Birželio 23-iosios g. 4  56,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Tuskulėnų g. 24  67,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Papilėnų g. 7  47,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Papilėnų g. 7  51,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Papilėnų g. 7  71,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Papilėnų g. 7  72,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (įvairioms socialinėms grupėms),Savivaldybės nuosavybė,Vilniaus m.,V. Grybo g. 33  7,Kambarys,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (įvairioms socialinėms grupėms),Savivaldybės nuosavybė,Vilniaus m.,V. Grybo g. 33  8,Kambarys,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,V. Grybo g. 33  65,Kambarys,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (įvairioms socialinėms grupėms),Savivaldybės nuosavybė,Vilniaus m.,V. Grybo g. 33  78,Kambarys,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Žirmūnų g. 87  38,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Žirmūnų g. 87  57,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Žirmūnų g. 87  84,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Skroblų g. 25  6,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Skroblų g. 25  18,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Skroblų g. 25  21,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Skroblų g. 25  72,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Skroblų g. 25  73,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Skroblų g. 25  142,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Skroblų g. 25  189,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Skroblų g. 25  190,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Filaretų g. 42A  58,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Virginijaus Druskio g. 6  209,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Tuskulėnų g. 28  6,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Darbininkų g. 18  5,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Darbininkų g. 18  16,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (įvairioms socialinėms grupėms),Savivaldybės nuosavybė,Vilniaus m.,Žolyno g. 8  90,Kambarys,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Šaltkalvių g. 38  3,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Paupio g. 9  2,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,T. Ševčenkos g. 18  26,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,T. Ševčenkos g. 18  27,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Nuosavybės teisė,Vilniaus m.,Blindžių g. 17A  29,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Tuskulėnų g. 20  13,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Debesijos g. 10  2,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Prūsų g. 6  3,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Nuosavybės teisė,Vilniaus m.,A. Kojelavičiaus g. 300  7,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
