PASKIRTIS,TEISĖ,GYVENVIETĖ,ADRESAS,OBJEKTAS,ĮMKODAS,PAVADINIMAS
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,A. Kojelavičiaus g. 300  8,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Administracinė,Savivaldybės nuosavybė,Vilniaus m.,Pašto g. 12  ,Administracinės patalpos,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Kalvarijų g. 70  3,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Linksmoji g. 59  3,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Kalvarijų g. 70  13,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Kalvarijų g. 70  14,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Kalvarijų g. 136  64,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Nuosavybės teisė,Vilniaus m.,Balstogės g. 12  ,Ūkio pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Nuosavybės teisė,Vilniaus m.,Balstogės g. 12  ,Ūkio pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Nuosavybės teisė,Vilniaus m.,Tyzenhauzų g. 4  56,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Laisvės pr. 40  33,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Laisvės pr. 40  45,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Laisvės pr. 40  51,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Nuosavybės teisė,Vilniaus m.,Giedraičių g. 9  3,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Alšėnų g. 10  1A,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Alšėnų g. 10  2,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Alšėnų g. 10  6,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Alšėnų g. 10  4,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Giedraičių g. 40  1,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Nuosavybės teisė,Vilniaus m.,Panerių g. 13  9,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Panerių g. 13  10,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Panerių g. 13  13,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Garvežių g. 3  1,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Garvežių g. 3  3,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Garvežių g. 3  10,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Gerosios Vilties g. 16  82,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Varšuvos g. 17  8,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Varšuvos g. 17  11,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Nuosavybės teisė,Vilniaus m.,Pumpurų g. 1  4,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Gabijos g. 59  23,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Gerosios Vilties g. 40  43,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Užupio g. 9  23,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Užupio g. 9  31,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Giedraičių g. 46  22,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Maišiagalos g. 34  6,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Kita,Savivaldybės nuosavybė,Vilniaus m.,Giedraičių g. 23C  10,Negyvenamos patalpos,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Kazliškių g. 5  24,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Kazliškių g. 5  32,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Kazliškių g. 5  37,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,A. Kojelavičiaus g. 198  1,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,P. Vileišio g. 14  3,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Linksmoji g. 93  22,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Nuosavybės teisė,Vilniaus m.,Žemaitijos g. 9  20,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Ūmėdžių g. 3  20,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Ūmėdžių g. 3  24,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Ūmėdžių g. 3  32,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Ūmėdžių g. 3  37,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Volungės g. 11  15,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Tyzenhauzų g. 16  9,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Šv. Stepono g. 14  7,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Šv. Stepono g. 14  32,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Šv. Stepono g. 14  38,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Šv. Stepono g. 14  39,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Naujoji g. 13  10,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Smolensko g. 13  4,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Kazliškių g. 13  10,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Subačiaus g. 6  9,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Subačiaus g. 6  18,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Subačiaus g. 6  20,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Linksmoji g. 95  4,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Linksmoji g. 95  10,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Jeruzalės g. 19  1,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Jeruzalės g. 19  2,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Žemoji g. 91  1,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Žemoji g. 91  3,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Žemoji g. 91  5,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Sandėliavimo,Savivaldybės nuosavybė,Vilniaus m.,A. Rotundo g. 3  ,Sandėlis,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Daugėliškio g. 23  6,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Linksmoji g. 65  1,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Kanklių g. 4  36,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Laisvės pr. 39  15,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Laisvės pr. 39  16,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Gerosios Vilties g. 4  34,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Laisvės pr. 97  12,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Nuosavybės teisė,Vilniaus m.,A. Kojelavičiaus g. 127  ,Garažas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (įvairioms socialinėms grupėms),Savivaldybės nuosavybė,Vilniaus m.,Šlaito g. 12  29,Kambarys,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Nuosavybės teisė,Vilniaus m.,Užupio g. 3  17,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Žalgirio g. 99  58,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Šaltkalvių g. 64  36,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,P. Skorinos g. 8  1,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Gerosios Vilties g. 18  59,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Gerosios Vilties g. 18  83,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Gerosios Vilties g. 18  52,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Linksmoji g. 73  15,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Šv. Stepono g. 25  22,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Naujoji g. 2  10,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Pakraščio g. 4  2,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Pakraščio g. 4  3A,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Pakraščio g. 4  3,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (įvairioms socialinėms grupėms),Savivaldybės nuosavybė,Vilniaus m.,S. Stanevičiaus g. 106  29,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,M. K. Čiurlionio g. 33  1,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Statybininkų g. 4  13,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Garažų,Savivaldybės nuosavybė,Vilniaus m.,Vinkšnų g. 6  ,Garažas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Sandėliavimo,Savivaldybės nuosavybė,Vilniaus m.,Vinkšnų g. 6  ,Sandėlis,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Sėlių g. 27  1,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Sėlių g. 27  3,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Sėlių g. 27  4,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Sėlių g. 27  5,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Šv. Stepono g. 32  12,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (įvairioms socialinėms grupėms),Savivaldybės nuosavybė,Vilniaus m.,Gerosios Vilties g. 1  90,Kambarys,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Žolyno g. 47  ,Pavėsinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Žolyno g. 47  ,Pavėsinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Žolyno g. 47  ,Pavėsinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Žolyno g. 47  ,Pavėsinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Žolyno g. 47  ,Pavėsinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Kultūros ir švietimo,Savivaldybės nuosavybė,Vilniaus m.,Gelvonų g. 1  ,Lopšelis - darželis,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Subačiaus g. 47  2,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Subačiaus g. 47  8,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Subačiaus g. 47  68,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Subačiaus g. 47  88,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (gyvenamųjų patalpų),Savivaldybės nuosavybė,Vilniaus m.,Subačiaus g. 47  94,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Paupio g. 8  6,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,A. Jaroševičiaus g. 10  4,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Mokslo,Savivaldybės nuosavybė,Vilniaus m.,Gardino g. 8  ,Lopšelis - darželis,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Gardino g. 8  ,Stoginė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Gardino g. 8  ,Stoginė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Gardino g. 8  ,Stoginė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Gardino g. 8  ,Stoginė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Gardino g. 8  ,Stoginė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Gardino g. 8  ,Stoginė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Gardino g. 8  ,Stoginė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Gardino g. 8  ,Stoginė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Gardino g. 8  ,Stoginė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Gardino g. 8  ,Stoginė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Gardino g. 8  ,Stoginė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Gardino g. 8  ,Stoginė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Mindaugo g. 32  4,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Mindaugo g. 32  4A,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Minties g. 1  ,Ūkio pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (įvairioms socialinėms grupėms),Savivaldybės nuosavybė,Vilniaus m.,S. Stanevičiaus g. 106  17,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Subačiaus g. 90  3,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Subačiaus g. 90  4,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Nuosavybės teisė,Vilniaus m.,Subačiaus g. 90  5,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Subačiaus g. 90  7,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Subačiaus g. 90  8,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Subačiaus g. 90  9,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Švitrigailos g. 19  10,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,A. Kojelavičiaus g. 260  3,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Povilo Plechavičiaus g. 3  5,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Bernardinų g. 6  7,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Kita (pagalbinio ūkio),Savivaldybės nuosavybė,Vilniaus m.,Bernardinų g. 6B  15,Negyvenamos patalpos,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Aušros Vartų g. 27  3,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Pylimo g. 50  6,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Šv. Stepono g. 3  12,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Didžioji g. 40  5,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Šnipiškių g. 2  7,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Šnipiškių g. 2  8,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Nuosavybės teisė,Vilniaus m.,Šnipiškių g. 2  15,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,P. Vileišio g. 31  72,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,P. Vileišio g. 31  36,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Žemaitės g. 9  74,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Tunelio g. 1  3,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,V. Šopeno g. 10  5,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,V. Šopeno g. 10  8,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Kauno g. 25  76,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Kauno g. 25  64,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Kauno g. 25  69,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Nuosavybės teisė,Vilniaus m.,Tyzenhauzų g. 7  5,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (gyvenamųjų patalpų),Savivaldybės nuosavybė,Vilniaus m.,Šv. Stepono g. 11  29A,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Šv. Stepono g. 31  28,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Sodų g. 21  6,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Pušų g. 18  4,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Geležinio Vilko g. 11  19,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Geležinio Vilko g. 11  30,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Geležinio Vilko g. 11  47,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Geležinio Vilko g. 11  53,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Geležinio Vilko g. 11  72,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Geležinio Vilko g. 11  73,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Geležinio Vilko g. 11  88,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
